Worked with IT-voice, Networking, and wireless vendor to get this all setup. Installed apple tv and configured port with the help of networking. Apple TV is fully functional now.|de,es,ja
What was area of impact? (e.g. Global, Site, Floor, or User)User What service was impacted? (e.g. Firewall, Network, or Wireless)Network What was the duration of the issue?n/a Was there a fail-over?  n/a Did service fail-over as expected?n/a How was this issue resolved? No response from user.|de,es,ja
went to settings and enabled sync contact|de,es,ja
Went through the steps of setting the email on the native Apple app. All set, Lyndon!|de,es,ja
went through password change and met all requirements resolved|de,es,ja
Went over to servicenow.okta.com and the begin setup was prompted when logged in Okta. All set, Christopher! Thank you for calling in.|de,es,ja
went into self service and removed keychains. resend RSA token to user.|de,es,ja
was using FF ESR but no issues with chrome. This my be Browser related. Everardo will utilize regualy FF for Hi and Data and ESR for Fed ramp.|de,es,ja
was set to extend set to duplicate resolved|de,es,ja
Was able to connect to mac mini just fine using 10.53.31.41 just fine. Sent user an email explaining how to remote in.|de,es,ja
Walked user thru changing AD password successfully. - Walked user thru manually changing HI password successfully. - Confirmed user was able to login to all necessary apps.|de,es,ja
Walked him through updating his AD password AD password has been changed|de,es,ja
VM had been rejoined to the domain he is now able to login|de,es,ja
Verizon calling with Kiron on the line to advise that data service has reached the threshold and no service available on mifi. - Got ahold of Katia and she will release the block via the portal. - Advised Brandy with Verizon to let user know and to call us direct if no service within 5 to 10 minutes.|de,es,ja
Verified/confirmed correct provisioning of Allan's mobile line through AT&T portal/international support rep. Issue appears to have resolved itself|de,es,ja
Verified user reset PIN. Resolving incident.|de,es,ja
Verified the info Gave the BitLocker key and she was able to get logged in|de,es,ja
verified that caller successfully completed the SAIF SIM Welcome Video.  The system recorded a completion on 29-JUN-2017, the overall completion status has been updated.|de,es,ja
verified IP, the ip was correct|de,es,ja
Verified info and reset OKTA MFA|de,es,ja
Verified his Info and reset his password Verified that his new password was working to pull down email|de,es,ja
verified account and confirmed successful password change|de,es,ja
User was removed and readded to her team.|de,es,ja
User was on NOW-Guest but had not accepted terms, accepted terms but unable to login due to password expired. Launched Enterprise Connect, got error connecting to org network. Could not find computer object in AD, attempted to run rebind script from self service but failed to launch. Restarted computer, ran rebind script from self service successfully. User changed password and logged into Outlook and wifi successfully.|de,es,ja
User was logging into Okta and referred to it as VPN. - Advised it was not VPN and showed her how to connect. - VPN'd in and tried to change password but getting server not available message. - Unbound and re-bound machine. - Confirmed successful AD password change.|de,es,ja
User was locked out, unlocked her account via AD|de,es,ja
user was able to log into userbackup synced password by connecting to corpvpn and login into terminal enabled users account in firevault logged out of user back up user was able to log into his account blew up keychains user was able to log back in|de,es,ja
user walk in to IT Desk and assisted user in Jabber troubleshooting reset and delete cache Unified Communication folder issue has been resolved |de,es,ja
we set this up yesterday, and avoided Outlook. This was successful|de,es,ja
We do not have access to give user permission. She will follow up with systems team |de,es,ja
